BioWare 3.0 Export
Device:	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA
Samples (#):	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000
Rate (Hz):	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000
Contact period start (sample #):	0	0	0	0	0	0	0	0	0	0	0	0	0
Contact period end (sample #):	11999	11999	11999	11999	11999	11999	11999	11999	11999	11999	11999	11999	11999
Contact period start time (s):	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Contact period end time (s):	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000
First sample time (s):	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877
Normalized length (m):	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000
abs time (s)	Fx	Fy	Fz	Ft	Mx	My	Mz	Tz	Ax	Ay	Cofy	Cofxy	Device:
	N	N	N	N	N m	N m	N m	N m	m	m	µ	µ	µ
17.985000	0.442043	2.056408	657.809667	657.813030	13.707606	-21.118833	-0.151755	-0.208564	0.032105	0.020838	0.000672	0.003126	0.003198
17.990000	0.537511	2.056497	659.199077	659.202504	13.990884	-20.994690	-0.146283	-0.200372	0.031849	0.021224	0.000815	0.003120	0.003224
17.995000	0.465893	2.001616	660.756540	660.759736	14.038960	-21.026193	-0.138360	-0.192156	0.031821	0.021247	0.000705	0.003029	0.003110
18.000000	0.513650	2.025212	660.929348	660.932651	13.990918	-21.055384	-0.142991	-0.196636	0.031857	0.021169	0.000777	0.003064	0.003161
18.005000	0.410209	1.978152	660.410922	660.414012	13.944431	-21.027384	-0.136431	-0.190754	0.031840	0.021115	0.000621	0.002995	0.003059
18.010000	0.450015	2.064451	662.145949	662.149321	13.940678	-21.025397	-0.145963	-0.202042	0.031753	0.021054	0.000680	0.003118	0.003191
18.015000	0.227267	2.009481	660.063024	660.066122	13.849324	-21.092257	-0.154440	-0.213884	0.031955	0.020982	0.000344	0.003044	0.003064
18.020000	0.290901	2.166391	661.972945	661.976554	13.795815	-20.998622	-0.147254	-0.209912	0.031721	0.020840	0.000439	0.003273	0.003302
18.025000	0.131810	2.182167	664.399208	664.402805	14.363883	-20.880181	-0.150476	-0.216206	0.031427	0.021619	0.000198	0.003284	0.003290
18.030000	0.139782	2.268377	662.318465	662.322364	14.173724	-20.881066	-0.161117	-0.229641	0.031527	0.021400	0.000211	0.003425	0.003431
18.035000	0.012480	2.315392	663.191533	663.195575	13.837497	-20.791528	-0.159438	-0.231767	0.031351	0.020865	0.000019	0.003491	0.003491
18.040000	0.052275	2.346721	665.442609	665.446749	14.168211	-20.759784	-0.168739	-0.240836	0.031197	0.021291	0.000079	0.003527	0.003527
18.045000	-0.138650	2.229049	663.020906	663.024668	13.791220	-20.703712	-0.174508	-0.246997	0.031226	0.020801	-0.000209	0.003362	0.003368
18.050000	-0.074971	2.260334	663.191239	663.195095	14.123762	-20.612054	-0.193122	-0.264970	0.031080	0.021297	-0.000113	0.003408	0.003410
18.055000	-0.059037	2.166170	664.057564	664.061100	14.457864	-20.520683	-0.204668	-0.272893	0.030902	0.021772	-0.000089	0.003262	0.003263
18.060000	0.004608	2.158260	662.156470	662.159988	14.030282	-20.428387	-0.208802	-0.275290	0.030851	0.021189	0.000007	0.003259	0.003259
18.065000	0.020542	2.071961	662.675093	662.678332	13.889667	-20.579244	-0.218972	-0.282886	0.031055	0.020960	0.000031	0.003127	0.003127
18.070000	0.076237	2.016992	662.156470	662.159547	14.033390	-20.426811	-0.225315	-0.285922	0.030849	0.021193	0.000115	0.003046	0.003048
18.075000	0.100144	2.001261	662.502284	662.505314	14.128835	-20.486802	-0.243388	-0.303138	0.030923	0.021326	0.000151	0.003021	0.003025
18.080000	0.108105	1.938514	660.248732	660.251586	13.989475	-20.457446	-0.245608	-0.303381	0.030984	0.021188	0.000164	0.002936	0.002941
18.085000	0.243357	1.954157	662.502382	662.505309	14.224943	-20.483669	-0.250560	-0.305754	0.030919	0.021472	0.000367	0.002950	0.002972
18.090000	0.307014	1.954112	661.981675	661.984630	13.987958	-20.573323	-0.257693	-0.311936	0.031078	0.021130	0.000464	0.002952	0.002988
18.095000	0.346821	1.867814	659.903407	659.906142	13.801021	-20.573109	-0.270055	-0.321032	0.031176	0.020914	0.000526	0.002830	0.002879
18.100000	0.410455	1.922650	664.578467	664.581375	14.320081	-20.600679	-0.269782	-0.320536	0.030998	0.021548	0.000618	0.002893	0.002958
18.105000	0.418416	1.914829	661.981773	661.984674	14.083894	-20.570890	-0.270603	-0.321203	0.031075	0.021275	0.000632	0.002893	0.002961
18.110000	0.362721	1.891322	661.117826	661.120631	13.846826	-20.602271	-0.267043	-0.318385	0.031163	0.020945	0.000549	0.002861	0.002913
18.115000	0.370682	1.875635	661.461164	661.463927	14.132933	-20.602563	-0.269240	-0.319741	0.031147	0.021366	0.000560	0.002836	0.002890
18.120000	0.227491	1.938293	663.193715	663.196587	13.940184	-20.665450	-0.279047	-0.334664	0.031161	0.021020	0.000343	0.002923	0.002943
18.125000	0.155895	2.040366	664.062222	664.065375	13.984180	-20.575554	-0.274308	-0.334245	0.030984	0.021059	0.000235	0.003073	0.003082
18.130000	-0.003252	2.071695	665.970059	665.973281	14.124204	-20.547736	-0.263880	-0.327869	0.030854	0.021208	-0.000005	0.003111	0.003111
18.135000	-0.066909	2.134486	663.889413	663.892848	14.029631	-20.550214	-0.256716	-0.324201	0.030954	0.021132	-0.000101	0.003215	0.003217
18.140000	-0.257880	2.063874	661.983759	661.987027	13.984863	-20.464386	-0.244959	-0.314209	0.030914	0.021126	-0.000390	0.003118	0.003142
18.145000	-0.162400	2.040366	662.677275	662.680436	13.984753	-20.461920	-0.247993	-0.314422	0.030878	0.021103	-0.000245	0.003079	0.003089
18.150000	-0.178300	1.977620	665.449156	665.452119	14.269414	-20.461261	-0.252396	-0.317027	0.030748	0.021443	-0.000268	0.002972	0.002984
18.155000	-0.122593	1.961933	662.677177	662.680093	14.081496	-20.400579	-0.258978	-0.321982	0.030785	0.021249	-0.000185	0.002961	0.002966
18.160000	-0.114677	1.922650	662.331658	662.334458	14.082388	-20.400387	-0.247802	-0.309460	0.030801	0.021262	-0.000173	0.002903	0.002908
18.165000	-0.011236	1.875724	662.331658	662.334314	14.083420	-20.398112	-0.246173	-0.304180	0.030797	0.021263	-0.000017	0.002832	0.002832
18.170000	-0.058993	1.883456	660.426297	660.428985	13.751874	-20.490531	-0.244272	-0.303937	0.031026	0.020823	-0.000089	0.002852	0.002853
18.175000	0.060360	1.922828	661.983662	661.986457	14.082984	-20.396919	-0.241231	-0.299193	0.030812	0.021274	0.000091	0.002905	0.002906
18.180000	0.092194	1.914962	660.942541	660.945322	14.274581	-20.457482	-0.246989	-0.304270	0.030952	0.021597	0.000139	0.002897	0.002901
18.185000	0.155828	1.985486	660.942541	660.945542	14.082940	-20.516531	-0.246709	-0.305021	0.031041	0.021307	0.000236	0.003004	0.003013
18.190000	0.155839	1.985486	660.422030	660.425033	14.036099	-20.607620	-0.251084	-0.309727	0.031204	0.021253	0.000236	0.003006	0.003016
18.195000	0.211546	2.008949	661.631497	661.634580	14.273141	-20.576256	-0.261765	-0.319678	0.031099	0.021573	0.000320	0.003036	0.003053
18.200000	0.243357	2.024680	661.458688	661.461831	14.130227	-20.605763	-0.254642	-0.312517	0.031152	0.021362	0.000368	0.003061	0.003083
18.205000	0.227435	2.056097	661.113168	661.116404	14.129563	-20.606097	-0.247503	-0.306728	0.031169	0.021372	0.000344	0.003110	0.003129
18.210000	0.299042	2.087471	661.458883	661.462245	14.318990	-20.604573	-0.249689	-0.308241	0.031150	0.021648	0.000452	0.003156	0.003188
18.215000	0.203540	2.142352	660.071949	660.075457	14.033929	-20.728318	-0.237889	-0.300838	0.031403	0.021261	0.000308	0.003246	0.003260
18.220000	0.259246	2.134486	660.071852	660.075354	14.129120	-20.666627	-0.245840	-0.307121	0.031310	0.021405	0.000393	0.003234	0.003257
18.225000	0.171739	2.087382	661.108705	661.112023	14.415291	-20.668655	-0.250779	-0.312294	0.031264	0.021805	0.000260	0.003157	0.003168
18.230000	0.195612	2.165771	660.590278	660.593858	14.366044	-20.637854	-0.255678	-0.319086	0.031242	0.021747	0.000296	0.003279	0.003292
18.235000	0.052421	2.150040	660.244758	660.248261	14.176327	-20.701436	-0.262779	-0.329066	0.031354	0.021471	0.000079	0.003256	0.003257
18.240000	0.044448	2.142219	658.859909	658.863393	14.272144	-20.580992	-0.254845	-0.320799	0.031237	0.021662	0.000067	0.003251	0.003252
18.245000	0.012614	2.259757	662.152595	662.156451	14.124536	-20.731441	-0.257268	-0.327750	0.031309	0.021331	0.000019	0.003413	0.003413
18.250000	0.092194	2.251980	661.979492	661.983329	14.077104	-20.638949	-0.261921	-0.330172	0.031178	0.021265	0.000139	0.003402	0.003405
18.255000	0.092194	2.259846	664.751374	664.755221	14.550301	-20.577491	-0.260544	-0.328480	0.030955	0.021888	0.000139	0.003400	0.003402
18.260000	0.131966	2.299040	662.497919	662.501921	14.313681	-20.607901	-0.259717	-0.328381	0.031106	0.021606	0.000199	0.003470	0.003476
18.265000	0.076237	2.322548	661.804599	661.808679	14.123755	-20.730423	-0.245753	-0.316878	0.031324	0.021341	0.000115	0.003509	0.003511
18.270000	0.219462	2.330458	663.189448	663.193579	14.408116	-20.726993	-0.250410	-0.318477	0.031254	0.021725	0.000331	0.003514	0.003530
18.275000	0.267208	2.330369	662.145656	662.149811	14.219882	-20.848021	-0.260285	-0.327920	0.031486	0.021475	0.000404	0.003519	0.003542
18.280000	0.426355	2.377518	663.187266	663.191665	14.502779	-20.783341	-0.267929	-0.333114	0.031339	0.021868	0.000643	0.003585	0.003642
18.285000	0.529774	2.346100	663.360271	663.364631	14.646092	-20.811342	-0.268522	-0.330429	0.031373	0.022079	0.000799	0.003537	0.003626
18.290000	0.641142	2.416668	661.279821	661.284547	14.361312	-20.930901	-0.265506	-0.328075	0.031652	0.021717	0.000970	0.003655	0.003781
18.295000	0.728661	2.393160	661.279919	661.284650	14.456901	-20.928993	-0.266350	-0.326161	0.031649	0.021862	0.001102	0.003619	0.003783
18.300000	0.824140	2.432443	663.010190	663.015164	14.645473	-20.926613	-0.266607	-0.325177	0.031563	0.022089	0.001243	0.003669	0.003874
18.305000	0.887797	2.448129	662.491861	662.496979	14.692677	-20.894954	-0.270987	-0.328511	0.031540	0.022178	0.001340	0.003695	0.003931
18.310000	0.919609	2.503099	663.183195	663.188556	14.786540	-20.954788	-0.262473	-0.321060	0.031597	0.022296	0.001387	0.003774	0.004021
18.315000	0.959382	2.573755	663.706084	663.711768	14.736182	-20.862408	-0.256140	-0.315740	0.031433	0.022203	0.001445	0.003878	0.004139
18.320000	0.879769	2.526696	662.143963	662.149368	14.596531	-20.955978	-0.234270	-0.294842	0.031649	0.022044	0.001329	0.003816	0.004041
18.325000	0.935464	2.628769	661.971056	661.976937	14.546736	-20.924494	-0.229555	-0.292092	0.031609	0.021975	0.001413	0.003971	0.004215
18.330000	0.879769	2.675874	665.090836	665.096800	14.923398	-20.863863	-0.224588	-0.288789	0.031370	0.022438	0.001323	0.004023	0.004235
18.335000	0.871785	2.730932	663.010092	663.016290	14.733924	-20.865099	-0.204012	-0.270582	0.031470	0.022223	0.001315	0.004119	0.004324
18.340000	0.712626	2.754484	661.452825	661.458944	14.496502	-20.959604	-0.185094	-0.256758	0.031687	0.021916	0.001077	0.004164	0.004301
18.345000	0.744438	2.809542	664.399600	664.405957	14.730367	-20.866772	-0.171090	-0.242824	0.031407	0.022171	0.001120	0.004229	0.004375
18.350000	0.529628	2.762349	663.360368	663.366331	14.541916	-20.871811	-0.177119	-0.252423	0.031464	0.021922	0.000798	0.004164	0.004240
18.355000	0.513717	2.754617	663.183293	663.189212	14.876078	-20.963735	-0.170257	-0.245809	0.031611	0.022431	0.000775	0.004154	0.004225
18.360000	0.338714	2.793811	664.051702	664.057665	14.826386	-20.876097	-0.180327	-0.260595	0.031437	0.022327	0.000510	0.004207	0.004238
18.365000	0.402348	2.934991	664.226791	664.233397	14.775130	-20.844056	-0.175894	-0.259047	0.031381	0.022244	0.000606	0.004419	0.004460
18.370000	0.275057	2.887842	662.491763	662.498115	14.587932	-20.908417	-0.181383	-0.266468	0.031560	0.022020	0.000415	0.004359	0.004379
18.375000	0.346675	2.927125	663.187462	663.194012	14.680831	-20.785128	-0.183823	-0.267889	0.031341	0.022137	0.000523	0.004414	0.004445
18.380000	0.259179	2.801544	661.970959	661.976938	14.828043	-20.818458	-0.195922	-0.278223	0.031449	0.022400	0.000392	0.004232	0.004250
18.385000	0.338725	2.809321	661.798150	661.804199	14.875394	-20.786466	-0.195676	-0.276301	0.031409	0.022477	0.000512	0.004245	0.004276
18.390000	0.378509	2.793634	662.318857	662.324857	14.922635	-20.754984	-0.197879	-0.276895	0.031337	0.022531	0.000571	0.004218	0.004256
18.395000	0.386459	2.730932	660.240785	660.246546	14.735232	-20.815954	-0.192979	-0.270454	0.031528	0.022318	0.000585	0.004136	0.004177
18.400000	0.402359	2.613216	658.503379	658.508687	14.835321	-20.817132	-0.192782	-0.266329	0.031613	0.022529	0.000611	0.003968	0.004015
18.405000	0.529651	2.613216	662.143865	662.149234	14.879735	-20.842766	-0.192807	-0.263163	0.031478	0.022472	0.000800	0.003947	0.004027
18.410000	0.537601	2.589664	662.316870	662.322151	15.022875	-20.872867	-0.192005	-0.261424	0.031515	0.022682	0.000812	0.003910	0.003993
18.415000	0.489844	2.550558	661.625634	661.630732	14.833645	-20.873849	-0.176401	-0.245887	0.031549	0.022420	0.000740	0.003855	0.003925
18.420000	0.450049	2.534916	660.932021	660.937035	14.929634	-20.814623	-0.167092	-0.236758	0.031493	0.022589	0.000681	0.003835	0.003895
18.425000	0.410265	2.542781	661.450447	661.455462	14.786894	-20.906223	-0.163520	-0.234718	0.031607	0.022355	0.000620	0.003844	0.003894
18.430000	0.442065	2.535005	661.102451	661.107459	14.787665	-20.905906	-0.150661	-0.220937	0.031623	0.022368	0.000669	0.003835	0.003892
18.435000	0.378364	2.550735	661.100171	661.105200	14.978036	-20.907740	-0.126018	-0.198114	0.031626	0.022656	0.000572	0.003858	0.003901
18.440000	0.402214	2.590018	661.448167	661.453360	14.976572	-20.906834	-0.115322	-0.188079	0.031608	0.022642	0.000608	0.003916	0.003963
18.445000	0.258966	2.597884	660.063513	660.068677	14.691918	-20.970747	-0.096415	-0.173188	0.031771	0.022258	0.000392	0.003936	0.003955
18.450000	0.362374	2.692137	661.796163	661.801738	14.783635	-20.967777	-0.081590	-0.158790	0.031683	0.022339	0.000548	0.004068	0.004105
18.455000	0.274867	2.668585	663.005825	663.011253	14.831676	-21.060495	-0.085145	-0.163764	0.031765	0.022370	0.000415	0.004025	0.004046
18.460000	0.346485	2.754883	662.833114	662.838930	14.972371	-21.028695	-0.090307	-0.169880	0.031725	0.022588	0.000523	0.004156	0.004189
18.465000	0.274855	2.731287	662.660305	662.665991	14.830323	-21.060479	-0.083483	-0.164137	0.031782	0.022380	0.000415	0.004122	0.004143
18.470000	0.338523	2.762571	661.102745	661.108604	14.687695	-21.029133	-0.097722	-0.178076	0.031809	0.022217	0.000512	0.004179	0.004210
18.475000	0.290812	2.707646	660.059051	660.064668	14.785829	-21.091828	-0.107864	-0.187870	0.031954	0.022401	0.000441	0.004102	0.004126
18.480000	0.473821	2.738930	660.575197	660.581045	14.833290	-21.178960	-0.124313	-0.201487	0.032061	0.022455	0.000717	0.004146	0.004208
18.485000	0.449959	2.644766	661.273078	661.278520	15.023517	-20.936424	-0.129288	-0.202800	0.031661	0.022719	0.000680	0.004000	0.004057
18.490000	0.513638	2.629080	659.538246	659.543686	14.835680	-21.057066	-0.142435	-0.214820	0.031927	0.022494	0.000779	0.003986	0.004062
18.495000	0.553389	2.589752	658.326499	658.331826	14.789704	-21.086764	-0.138386	-0.208905	0.032031	0.022466	0.000841	0.003934	0.004023
18.500000	0.656830	2.558468	659.711250	659.716539	14.789765	-21.144641	-0.139494	-0.206772	0.032051	0.022419	0.000996	0.003878	0.004004
18.505000	0.712503	2.503587	660.232251	660.237382	14.552814	-21.294208	-0.131596	-0.196638	0.032253	0.022042	0.001079	0.003792	0.003943
18.510000	0.784087	2.480168	661.096198	661.101315	14.981004	-21.202028	-0.118195	-0.179969	0.032071	0.022661	0.001186	0.003752	0.003935
18.515000	0.855672	2.464481	662.310616	662.315754	14.837582	-21.290414	-0.111654	-0.171707	0.032146	0.022403	0.001292	0.003721	0.003939
18.520000	0.855661	2.433197	659.190641	659.195687	14.650608	-21.231339	-0.101803	-0.161155	0.032208	0.022225	0.001298	0.003691	0.003913
18.525000	0.935206	2.401912	659.534174	659.539211	14.747022	-21.350988	-0.091968	-0.148814	0.032373	0.022360	0.001418	0.003642	0.003908
18.530000	0.982929	2.464747	661.787727	661.793046	14.696289	-21.439569	-0.082080	-0.140102	0.032396	0.022207	0.001485	0.003724	0.004010
18.535000	1.062442	2.464836	663.174758	663.180190	14.695033	-21.437090	-0.059103	-0.115236	0.032325	0.022159	0.001602	0.003717	0.004047
18.540000	1.046541	2.449194	663.174856	663.180204	14.600360	-21.497906	-0.060738	-0.117092	0.032417	0.022016	0.001578	0.003693	0.004016
18.545000	1.142010	2.441373	662.131162	662.136648	14.887548	-21.497003	-0.059388	-0.112973	0.032466	0.022484	0.001725	0.003687	0.004071
18.550000	1.141999	2.472613	662.479158	662.484756	14.506081	-21.617519	-0.063232	-0.118911	0.032631	0.021897	0.001724	0.003732	0.004111
18.555000	1.261351	2.512029	661.958646	661.964615	14.458372	-21.705982	-0.057446	-0.112267	0.032791	0.021842	0.001905	0.003795	0.004246
18.560000	1.213628	2.433552	661.262850	661.268442	14.651442	-21.707830	-0.064596	-0.117595	0.032828	0.022157	0.001835	0.003680	0.004112
18.565000	1.356830	2.519850	662.304460	662.310643	14.553298	-21.764399	-0.063209	-0.116201	0.032862	0.021974	0.002049	0.003805	0.004321
18.570000	1.293207	2.472657	661.608566	661.614450	14.650609	-21.766580	-0.080207	-0.132919	0.032899	0.022144	0.001955	0.003737	0.004218
18.575000	1.476205	2.551090	662.995695	663.002247	14.552611	-21.822290	-0.086767	-0.138333	0.032915	0.021950	0.002227	0.003848	0.004446
18.580000	1.325052	2.503986	660.742633	660.748706	14.508087	-21.917418	-0.091694	-0.145659	0.033171	0.021957	0.002005	0.003790	0.004288
18.585000	1.388732	2.558867	661.088348	661.094759	14.506906	-21.976517	-0.106178	-0.160768	0.033243	0.021944	0.002101	0.003871	0.004404
18.590000	1.245551	2.543136	664.380643	664.386678	14.742303	-21.887551	-0.117655	-0.173798	0.032944	0.022190	0.001875	0.003828	0.004262
18.595000	1.181928	2.496032	662.477562	662.483319	14.411336	-21.919438	-0.129162	-0.186037	0.033087	0.021754	0.001784	0.003768	0.004169
18.600000	1.038726	2.456660	661.438331	661.443709	14.412802	-21.862453	-0.138762	-0.197328	0.033053	0.021790	0.001570	0.003714	0.004032
18.605000	1.054648	2.456660	662.477367	662.482761	14.602238	-21.801306	-0.143141	-0.200740	0.032909	0.022042	0.001592	0.003708	0.004036
18.610000	0.895546	2.386048	660.744815	660.749730	14.414983	-21.865967	-0.148893	-0.208317	0.033093	0.021816	0.001355	0.003611	0.003857
18.615000	0.871673	2.346677	661.267607	661.272345	14.462063	-21.714521	-0.156328	-0.214324	0.032838	0.021870	0.001318	0.003549	0.003786
18.620000	0.760293	2.252601	659.705486	659.709770	14.703626	-21.687893	-0.153608	-0.210717	0.032875	0.022288	0.001152	0.003415	0.003604
18.625000	0.672752	2.244780	657.451933	657.456110	14.372969	-21.721086	-0.141283	-0.200739	0.033038	0.021862	0.001023	0.003414	0.003564
18.630000	0.656819	2.260511	660.398904	660.403099	14.417664	-21.750236	-0.129776	-0.189886	0.032935	0.021832	0.000995	0.003423	0.003565
18.635000	0.553378	2.166347	659.359672	659.363463	14.420335	-21.692376	-0.125984	-0.185153	0.032899	0.021870	0.000839	0.003286	0.003391
18.640000	0.585201	2.205675	660.746802	660.750742	14.513288	-21.690964	-0.119108	-0.178662	0.032828	0.021965	0.000886	0.003338	0.003454
18.645000	0.481771	2.182078	658.841148	658.844937	14.467485	-21.603210	-0.121029	-0.182000	0.032790	0.021959	0.000731	0.003312	0.003392
18.650000	0.505632	2.252734	659.188948	659.192991	14.275187	-21.602269	-0.114694	-0.177568	0.032771	0.021656	0.000767	0.003417	0.003502
18.655000	0.481748	2.299794	659.016237	659.020426	14.036566	-21.693468	-0.108102	-0.173546	0.032918	0.021299	0.000731	0.003490	0.003565
18.660000	0.569244	2.378316	660.225899	660.230428	14.272451	-21.721887	-0.096027	-0.161969	0.032901	0.021618	0.000862	0.003602	0.003704
18.665000	0.593128	2.401779	661.956464	661.961087	14.746586	-21.721134	-0.106701	-0.172298	0.032814	0.022277	0.000896	0.003628	0.003737
18.670000	0.712469	2.464570	661.956562	661.961533	14.270007	-21.899872	-0.106136	-0.172313	0.033084	0.021557	0.001076	0.003723	0.003876
18.675000	0.720408	2.472347	660.746899	660.751918	14.222313	-21.808904	-0.103687	-0.169784	0.033006	0.021525	0.001090	0.003742	0.003897
18.680000	0.911367	2.472391	662.129664	662.134907	14.317438	-21.986238	-0.109731	-0.172120	0.033205	0.021623	0.001376	0.003734	0.003980
18.685000	0.863667	2.464481	661.090530	661.095688	14.033105	-22.048067	-0.126970	-0.190830	0.033351	0.021227	0.001306	0.003728	0.003950
18.690000	0.983008	2.448795	662.475380	662.480635	14.317984	-22.045162	-0.129188	-0.189431	0.033277	0.021613	0.001484	0.003696	0.003983
18.695000	0.959169	2.464437	664.032940	664.038206	14.649670	-22.015183	-0.142860	-0.203405	0.033154	0.022062	0.001444	0.003711	0.003983
18.700000	0.975114	2.472258	661.263535	661.268875	14.175555	-22.075891	-0.157359	-0.218990	0.033384	0.021437	0.001475	0.003739	0.004019
18.705000	0.879668	2.362319	661.434161	661.438965	14.226150	-22.169131	-0.174382	-0.234639	0.033517	0.021508	0.001330	0.003572	0.003811
18.710000	1.006970	2.370140	663.860523	663.865517	14.319195	-22.225754	-0.180151	-0.237782	0.033480	0.021570	0.001517	0.003570	0.003879
18.715000	0.951319	2.205275	662.646300	662.650652	14.276554	-22.257949	-0.205144	-0.258722	0.033589	0.021545	0.001436	0.003328	0.003624
18.720000	1.022949	2.126887	662.300780	662.304985	14.278305	-22.256356	-0.213391	-0.262810	0.033605	0.021559	0.001545	0.003211	0.003563
18.725000	1.030876	2.048365	663.515101	663.519063	14.421373	-22.225228	-0.207982	-0.254189	0.033496	0.021735	0.001554	0.003087	0.003456
18.730000	1.030910	1.954290	661.091215	661.094908	13.949472	-22.286303	-0.218411	-0.262539	0.033711	0.021101	0.001559	0.002956	0.003342
18.735000	1.062733	1.836574	661.089033	661.092438	14.047761	-22.346502	-0.222593	-0.262091	0.033803	0.021249	0.001608	0.002778	0.003210
18.740000	1.118417	1.813066	664.379047	664.382462	14.283955	-22.314044	-0.219055	-0.255903	0.033586	0.021500	0.001683	0.002729	0.003206
18.745000	1.070683	1.836618	663.687909	663.691314	13.998329	-22.375491	-0.217661	-0.256998	0.033714	0.021092	0.001613	0.002767	0.003203
18.750000	1.086583	1.828797	663.688105	663.691514	13.998555	-22.435625	-0.211920	-0.250823	0.033804	0.021092	0.001637	0.002756	0.003205
18.755000	1.190002	1.852438	663.688007	663.691659	14.093053	-22.372883	-0.202878	-0.240054	0.033710	0.021234	0.001793	0.002791	0.003317
18.760000	1.182029	1.907274	662.996967	663.000764	13.711721	-22.493922	-0.200403	-0.240666	0.033928	0.020681	0.001783	0.002877	0.003384
18.765000	1.245652	1.954423	662.473980	662.478034	13.854505	-22.523562	-0.186151	-0.226549	0.033999	0.020913	0.001880	0.002950	0.003498
18.770000	1.182018	1.962244	662.817122	662.821080	14.330131	-22.404498	-0.191883	-0.232655	0.033802	0.021620	0.001783	0.002960	0.003456
18.775000	1.197929	2.048542	662.473980	662.478230	13.852435	-22.524612	-0.190470	-0.235074	0.034001	0.020910	0.001808	0.003092	0.003582
18.780000	1.046799	1.977842	659.008681	659.012480	13.666408	-22.529328	-0.208278	-0.254186	0.034187	0.020738	0.001588	0.003001	0.003396
18.785000	1.182051	1.985707	662.476260	662.480291	13.853190	-22.464079	-0.209116	-0.251731	0.033909	0.020911	0.001784	0.002997	0.003488
18.790000	1.118417	1.922872	661.261841	661.265583	13.618160	-22.496416	-0.219000	-0.261384	0.034020	0.020594	0.001691	0.002908	0.003364
18.795000	1.245719	1.883545	660.918504	660.922362	13.713443	-22.372250	-0.230283	-0.268194	0.033850	0.020749	0.001885	0.002850	0.003417
18.800000	1.197996	1.812977	661.264122	661.267693	14.000130	-22.312886	-0.233312	-0.269123	0.033743	0.021172	0.001812	0.002742	0.003286
18.805000	1.277565	1.773739	658.490254	658.493882	13.623376	-22.493975	-0.239095	-0.273254	0.034160	0.020689	0.001940	0.002694	0.003320
18.810000	1.221880	1.734544	658.489960	658.493379	13.529113	-22.434700	-0.239919	-0.273910	0.034070	0.020546	0.001856	0.002634	0.003222
18.815000	1.357155	1.750231	661.782646	661.786352	13.573836	-22.521024	-0.250876	-0.282601	0.034031	0.020511	0.002051	0.002645	0.003347
18.820000	1.365128	1.656111	661.261939	661.265422	13.909191	-22.430557	-0.257488	-0.284950	0.033921	0.021034	0.002064	0.002504	0.003246
18.825000	1.460607	1.601186	660.916322	660.919875	13.625264	-22.488871	-0.263281	-0.287653	0.034027	0.020616	0.002210	0.002423	0.003279
18.830000	1.444696	1.577723	661.437224	661.440684	13.672730	-22.519098	-0.259172	-0.283023	0.034046	0.020671	0.002184	0.002385	0.003234
18.835000	1.492452	1.530618	660.743904	660.747362	13.484357	-22.639344	-0.270701	-0.292688	0.034263	0.020408	0.002259	0.002317	0.003235
18.840000	1.444696	1.467828	659.181685	659.184903	13.440070	-22.671748	-0.264717	-0.285745	0.034394	0.020389	0.002192	0.002227	0.003124
18.845000	1.460641	1.483603	661.607949	661.611224	14.008138	-22.549456	-0.272349	-0.291988	0.034083	0.021173	0.002208	0.002242	0.003147
18.850000	1.452657	1.507244	662.128655	662.131964	13.674334	-22.639923	-0.254534	-0.276070	0.034193	0.020652	0.002194	0.002276	0.003162
18.855000	1.365139	1.530796	658.835970	658.839162	13.628748	-22.552549	-0.250945	-0.275106	0.034231	0.020686	0.002072	0.002323	0.003113
18.860000	1.381028	1.562169	661.953469	661.956752	13.816293	-22.611673	-0.242181	-0.266718	0.034159	0.020872	0.002086	0.002360	0.003150
18.865000	1.261664	1.640646	660.743904	660.747145	13.481936	-22.644421	-0.228435	-0.258918	0.034271	0.020404	0.001909	0.002483	0.003132
18.870000	1.213919	1.758362	662.821976	662.825420	13.668129	-22.584327	-0.219874	-0.254754	0.034073	0.020621	0.001831	0.002653	0.003224
18.875000	1.126378	1.774005	662.994883	662.998213	13.905424	-22.556063	-0.211655	-0.248385	0.034021	0.020974	0.001699	0.002676	0.003170
