BioWare 3.0 Export
Device:	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA	KistlerMobileFP 9286AA
Samples (#):	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000
Rate (Hz):	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000	200.000000
Contact period start (sample #):	0	0	0	0	0	0	0	0	0	0	0	0	0
Contact period end (sample #):	11999	11999	11999	11999	11999	11999	11999	11999	11999	11999	11999	11999	11999
Contact period start time (s):	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Contact period end time (s):	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000	59.995000
First sample time (s):	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
Normalized force (N):	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877	-0.040877
Normalized length (m):	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000	1000.000000
abs time (s)	Fx	Fy	Fz	Ft	Mx	My	Mz	Tz	Ax	Ay	Cofy	Cofxy	Device:
	N	N	N	N	N m	N m	N m	N m	m	m	µ	µ	µ
10.245000	0.664970	2.016681	660.437825	660.441239	12.604049	-19.806690	-0.249021	-0.296811	0.029990	0.019084	0.001007	0.003054	0.003215
10.250000	0.696782	1.977398	660.090025	660.093355	12.795657	-19.806406	-0.248789	-0.294615	0.030006	0.019385	0.001056	0.002996	0.003176
10.255000	0.656998	1.914741	661.822577	661.825673	12.985845	-19.746120	-0.241134	-0.285371	0.029836	0.019621	0.000993	0.002893	0.003059
10.260000	0.712671	1.914829	660.610634	660.613794	12.748858	-19.775433	-0.229091	-0.272658	0.029935	0.019299	0.001079	0.002899	0.003093
10.265000	0.656975	1.828575	660.437825	660.440683	12.608188	-19.806866	-0.225563	-0.267860	0.029991	0.019091	0.000995	0.002769	0.002942
10.270000	0.744471	1.805112	660.783443	660.786328	12.703749	-19.804975	-0.214910	-0.254700	0.029972	0.019225	0.001127	0.002732	0.002955
10.275000	0.696737	1.805156	662.168195	662.171022	12.893211	-19.805729	-0.212156	-0.252582	0.029910	0.019471	0.001052	0.002726	0.002922
10.280000	0.855840	1.860081	663.209608	663.212769	12.605614	-19.861913	-0.206411	-0.245850	0.029948	0.019007	0.001290	0.002805	0.003087
10.285000	0.720565	1.828708	661.131635	661.134557	12.702683	-19.865602	-0.195461	-0.236565	0.030048	0.019214	0.001090	0.002766	0.002973
10.290000	0.824017	1.938514	661.995484	661.998835	12.842781	-19.833153	-0.206366	-0.248457	0.029960	0.019400	0.001245	0.002928	0.003182
10.295000	0.744449	1.961978	661.301968	661.305297	12.652802	-19.895717	-0.206081	-0.250865	0.030086	0.019133	0.001126	0.002967	0.003173
10.300000	0.847890	2.056142	661.820492	661.824229	12.603235	-19.984183	-0.209873	-0.255813	0.030196	0.019043	0.001281	0.003107	0.003361
10.305000	0.863801	2.063963	663.382613	663.386386	13.123929	-19.771116	-0.211245	-0.255669	0.029803	0.019783	0.001302	0.003111	0.003373
10.310000	0.983142	2.142352	661.650061	661.654260	12.743306	-19.890101	-0.216162	-0.261629	0.030061	0.019260	0.001486	0.003238	0.003563
10.315000	0.983142	2.087426	660.090123	660.094156	12.698219	-19.860572	-0.217562	-0.261455	0.030088	0.019237	0.001489	0.003162	0.003496
10.320000	1.190002	2.134486	663.380431	663.384932	13.027986	-19.885288	-0.221954	-0.262567	0.029976	0.019639	0.001794	0.003218	0.003684
10.325000	1.166118	2.087471	661.474874	661.479196	12.697591	-19.916699	-0.212664	-0.253132	0.030110	0.019196	0.001763	0.003156	0.003615
10.330000	1.213852	2.040500	661.993595	661.997852	12.841272	-20.006425	-0.207206	-0.245327	0.030221	0.019398	0.001834	0.003082	0.003587
10.335000	1.285425	2.064007	664.246756	664.251206	13.171477	-19.852617	-0.197642	-0.233841	0.029887	0.019829	0.001935	0.003107	0.003661
10.340000	1.285425	2.032678	662.514204	662.518569	12.983358	-19.913778	-0.194912	-0.230820	0.030058	0.019597	0.001940	0.003068	0.003630
10.345000	1.277464	2.024857	660.608745	660.613084	12.747172	-19.944856	-0.191354	-0.227838	0.030192	0.019296	0.001934	0.003065	0.003624
10.350000	1.277464	2.024813	661.820786	661.825116	12.889140	-19.974784	-0.194099	-0.230333	0.030182	0.019475	0.001930	0.003059	0.003617
10.355000	1.349071	1.985619	662.857443	662.861790	12.794903	-20.033726	-0.194948	-0.228919	0.030223	0.019303	0.002035	0.002996	0.003622
10.360000	1.277464	2.024857	663.726244	663.730562	12.935407	-20.004330	-0.191354	-0.227486	0.030139	0.019489	0.001925	0.003051	0.003607
10.365000	1.237691	2.040544	663.032631	663.036926	13.030707	-19.945104	-0.193527	-0.230585	0.030082	0.019653	0.001867	0.003078	0.003599
10.370000	1.038782	2.016992	662.689097	662.692981	12.935500	-19.828080	-0.188309	-0.228382	0.029921	0.019520	0.001568	0.003044	0.003424
10.375000	0.943313	2.017080	660.608647	660.612400	12.652271	-19.952190	-0.182800	-0.225655	0.030203	0.019152	0.001428	0.003053	0.003371
10.380000	0.792116	1.954290	660.265212	660.268579	12.652998	-19.834134	-0.170232	-0.213759	0.030040	0.019164	0.001200	0.002960	0.003194
10.385000	0.831922	2.016992	662.861906	662.865497	13.078067	-19.802424	-0.183893	-0.227736	0.029874	0.019730	0.001255	0.003043	0.003292
10.390000	0.601190	2.001350	660.610732	660.614037	12.842026	-19.777903	-0.174548	-0.222779	0.029939	0.019440	0.000910	0.003030	0.003163
10.395000	0.617090	2.056319	661.304052	661.307537	12.840136	-19.716705	-0.166030	-0.215358	0.029815	0.019416	0.000933	0.003109	0.003246
10.400000	0.505688	2.119021	662.167999	662.171583	13.076342	-19.689000	-0.159972	-0.212993	0.029734	0.019748	0.000764	0.003200	0.003290
10.405000	0.569356	2.158349	661.303954	661.307722	12.742819	-19.717738	-0.161853	-0.215236	0.029816	0.019269	0.000861	0.003264	0.003375
10.410000	0.457977	2.142618	659.744407	659.748046	12.887068	-19.751177	-0.164584	-0.219783	0.029938	0.019533	0.000694	0.003248	0.003321
10.415000	0.585268	2.228961	662.170475	662.174485	13.263439	-19.626401	-0.160448	-0.214791	0.029639	0.020030	0.000884	0.003366	0.003480
10.420000	0.553467	2.205364	661.131244	661.135154	13.074469	-19.627414	-0.173323	-0.227850	0.029688	0.019776	0.000837	0.003336	0.003439
10.425000	0.593240	2.205364	659.398594	659.402549	12.980678	-19.627235	-0.171143	-0.225108	0.029765	0.019686	0.000900	0.003345	0.003463
10.430000	0.656897	2.213141	661.997568	662.001594	13.026148	-19.655015	-0.179645	-0.232428	0.029690	0.019677	0.000992	0.003343	0.003487
10.435000	0.664847	2.181768	660.435447	660.439386	13.076242	-19.686211	-0.177474	-0.229344	0.029808	0.019799	0.001007	0.003304	0.003454
10.440000	0.672808	2.213141	661.822479	661.826521	13.074298	-19.685306	-0.179648	-0.232184	0.029744	0.019755	0.001017	0.003344	0.003495
10.445000	0.736443	2.236649	661.649572	661.653763	13.216321	-19.593199	-0.176645	-0.228168	0.029613	0.019975	0.001113	0.003380	0.003559
10.450000	0.720520	2.189677	660.435545	660.439568	13.361230	-19.624554	-0.166800	-0.217288	0.029715	0.020231	0.001091	0.003316	0.003490
10.455000	0.720509	2.181812	659.048514	659.052519	12.982477	-19.746182	-0.163800	-0.214978	0.029962	0.019699	0.001093	0.003311	0.003486
10.460000	0.808005	2.173991	659.394229	659.398308	12.982676	-19.804757	-0.155885	-0.205272	0.030035	0.019689	0.001225	0.003297	0.003517
10.465000	0.776193	2.134797	659.737371	659.741282	13.269247	-19.745441	-0.158902	-0.207183	0.029929	0.020113	0.001177	0.003236	0.003443
10.470000	0.887551	2.150616	660.430887	660.434985	13.268272	-19.742627	-0.141929	-0.188387	0.029894	0.020090	0.001344	0.003256	0.003523
10.475000	0.807960	2.111378	660.608354	660.612222	13.125340	-19.713321	-0.130178	-0.177131	0.029841	0.019869	0.001223	0.003196	0.003422
10.480000	0.879556	2.127153	661.126683	661.130690	13.077444	-19.742005	-0.122506	-0.168627	0.029861	0.019781	0.001330	0.003217	0.003482
10.485000	0.760203	2.095824	661.647488	661.651244	13.030010	-19.774490	-0.113190	-0.160856	0.029887	0.019693	0.001149	0.003168	0.003370
10.490000	0.815888	2.103689	662.861808	662.865649	12.981088	-19.802760	-0.109637	-0.156506	0.029875	0.019583	0.001231	0.003174	0.003404
10.495000	0.704497	2.064451	663.207426	663.211014	13.267086	-19.744796	-0.106631	-0.154000	0.029772	0.020004	0.001062	0.003113	0.003289
10.500000	0.815888	2.127330	662.859332	662.863248	13.171231	-19.742710	-0.102762	-0.149911	0.029784	0.019870	0.001231	0.003209	0.003437
10.505000	0.696524	2.056630	660.956154	660.959721	12.935801	-19.715356	-0.098698	-0.146412	0.029829	0.019571	0.001054	0.003112	0.003285
10.510000	0.807904	2.111599	661.474679	661.478543	12.887096	-19.803648	-0.094574	-0.142053	0.029939	0.019482	0.001221	0.003192	0.003418
10.515000	0.752231	2.048764	661.822479	661.826078	12.887824	-19.744008	-0.106648	-0.153120	0.029833	0.019473	0.001137	0.003096	0.003298
10.520000	0.855661	2.064451	662.861515	662.865282	12.696736	-19.801833	-0.108848	-0.154131	0.029873	0.019154	0.001291	0.003114	0.003371
10.525000	0.792037	1.962421	660.262639	660.266030	13.128590	-19.653171	-0.121756	-0.164420	0.029766	0.019884	0.001200	0.002972	0.003205
10.530000	0.871617	1.993794	661.997568	662.001145	13.030974	-19.650292	-0.130507	-0.172532	0.029683	0.019684	0.001317	0.003012	0.003287
10.535000	0.807994	2.025035	660.613012	660.616610	12.650788	-19.772920	-0.147466	-0.192604	0.029931	0.019150	0.001223	0.003065	0.003300
10.540000	0.903473	2.025035	661.824759	661.828474	12.697630	-19.740247	-0.151860	-0.194927	0.029827	0.019186	0.001365	0.003060	0.003350
10.545000	0.871673	1.985752	661.474581	661.478136	12.984883	-19.741779	-0.164742	-0.206896	0.029845	0.019630	0.001318	0.003002	0.003279
10.550000	0.903507	2.025035	661.126879	661.130597	13.079744	-19.801961	-0.164987	-0.207765	0.029952	0.019784	0.001367	0.003063	0.003354
10.555000	0.959191	2.032811	662.516191	662.520004	13.077692	-19.739124	-0.166923	-0.208555	0.029794	0.019739	0.001448	0.003068	0.003393
10.560000	0.983064	2.032811	661.822479	661.826331	13.078265	-19.678480	-0.169116	-0.210133	0.029734	0.019761	0.001485	0.003072	0.003412
10.565000	1.078543	2.032900	662.170475	662.174474	12.887573	-19.736447	-0.168020	-0.207620	0.029806	0.019463	0.001629	0.003070	0.003475
10.570000	1.054648	1.962200	661.304346	661.308098	12.747242	-19.828028	-0.163974	-0.202477	0.029983	0.019276	0.001595	0.002967	0.003369
10.575000	1.110355	1.962244	661.822479	661.826319	12.889728	-19.736129	-0.167803	-0.204693	0.029821	0.019476	0.001678	0.002965	0.003407
10.580000	1.166050	1.954423	663.209707	663.213611	13.078789	-19.734208	-0.168633	-0.203793	0.029756	0.019720	0.001758	0.002947	0.003432
10.585000	1.197884	1.938736	663.036898	663.040814	12.936567	-19.763715	-0.173022	-0.207440	0.029808	0.019511	0.001807	0.002924	0.003437
10.590000	1.006925	1.860259	659.398790	659.402182	12.798235	-19.739065	-0.167018	-0.203161	0.029935	0.019409	0.001527	0.002821	0.003208
10.595000	1.078521	1.899586	661.129061	661.132670	12.986805	-19.737211	-0.157962	-0.193486	0.029854	0.019643	0.001631	0.002873	0.003304
10.600000	0.927346	1.930959	659.744407	659.747885	12.701634	-19.801299	-0.151354	-0.191455	0.030014	0.019252	0.001406	0.002927	0.003247
10.605000	1.022826	1.977975	660.435643	660.439397	12.890690	-19.799267	-0.158470	-0.197803	0.029979	0.019518	0.001549	0.002995	0.003372
10.610000	0.935296	1.970154	661.995288	661.998880	13.032121	-19.709773	-0.150520	-0.190766	0.029773	0.019686	0.001413	0.002976	0.003294
10.615000	0.959202	2.048542	659.746492	659.750370	12.888456	-19.618784	-0.168546	-0.210725	0.029737	0.019535	0.001454	0.003105	0.003429
10.620000	0.831900	2.025035	659.571501	659.575134	12.842105	-19.712692	-0.162785	-0.207110	0.029887	0.019470	0.001261	0.003070	0.003319
10.625000	0.863745	2.064185	660.262639	660.266430	13.126351	-19.651594	-0.175641	-0.219906	0.029763	0.019881	0.001308	0.003126	0.003389
10.630000	0.855806	2.064140	661.997470	662.001242	12.934355	-19.650622	-0.184948	-0.229498	0.029684	0.019538	0.001293	0.003118	0.003375
10.635000	0.879690	2.032723	660.089732	660.093448	13.079494	-19.620984	-0.194276	-0.237268	0.029725	0.019815	0.001333	0.003079	0.003355
10.640000	0.887651	2.048365	662.342990	662.346753	13.124765	-19.589490	-0.199203	-0.242196	0.029576	0.019816	0.001340	0.003093	0.003370
10.645000	0.991104	2.032678	662.172560	662.176421	12.886897	-19.617005	-0.210170	-0.251100	0.029625	0.019462	0.001497	0.003070	0.003415
10.650000	0.967242	1.985486	661.131244	661.134933	13.079306	-19.618311	-0.220612	-0.260394	0.029674	0.019783	0.001463	0.003003	0.003341
10.655000	1.022960	1.922783	660.089732	660.093325	13.081913	-19.617832	-0.228848	-0.265719	0.029720	0.019818	0.001550	0.002913	0.003300
10.660000	1.054794	1.875724	661.649768	661.653268	13.414405	-19.586229	-0.233253	-0.267393	0.029602	0.020274	0.001594	0.002835	0.003252
10.665000	1.062744	1.883545	660.958435	660.961973	13.129071	-19.585969	-0.232435	-0.267140	0.029633	0.019864	0.001608	0.002850	0.003272
10.670000	1.062722	1.875679	660.267003	660.270523	12.939101	-19.525417	-0.225060	-0.259702	0.029572	0.019597	0.001610	0.002841	0.003265
10.675000	1.022926	1.844350	660.610439	660.613805	13.130534	-19.587226	-0.215760	-0.250113	0.029650	0.019876	0.001548	0.002792	0.003193
10.680000	1.046765	1.907141	661.306235	661.309813	12.747719	-19.646353	-0.202049	-0.238529	0.029708	0.019277	0.001583	0.002884	0.003290
10.685000	1.022893	1.883633	660.262639	660.266118	13.130324	-19.648092	-0.198496	-0.234207	0.029758	0.019887	0.001549	0.002853	0.003246
10.690000	1.070616	1.930826	661.820199	661.823882	13.461315	-19.616539	-0.185871	-0.221325	0.029640	0.020340	0.001618	0.002917	0.003336
10.695000	1.006948	1.970065	661.649474	661.653174	12.937024	-19.647679	-0.175715	-0.214527	0.029695	0.019553	0.001522	0.002978	0.003344
10.700000	0.998964	1.962200	659.048416	659.052094	12.892237	-19.740039	-0.166151	-0.205382	0.029952	0.019562	0.001516	0.002977	0.003341
10.705000	0.998919	2.009392	663.382222	663.386017	13.125022	-19.647178	-0.140389	-0.180137	0.029617	0.019785	0.001506	0.003029	0.003383
10.710000	1.062554	2.009437	662.167803	662.171705	12.888609	-19.676715	-0.133281	-0.172311	0.029716	0.019464	0.001605	0.003035	0.003433
10.715000	1.014819	1.907452	662.861417	662.864938	12.985297	-19.677417	-0.134695	-0.171439	0.029686	0.019590	0.001531	0.002878	0.003260
10.720000	1.054615	1.883944	663.900551	663.904061	13.270322	-19.615762	-0.139905	-0.174488	0.029546	0.019988	0.001589	0.002838	0.003252
10.725000	0.847744	1.829063	662.863697	662.866763	12.986395	-19.620210	-0.129768	-0.167299	0.029599	0.019591	0.001279	0.002759	0.003041
10.730000	0.831855	1.797734	661.824564	661.827528	12.702576	-19.681339	-0.135787	-0.173282	0.029738	0.019193	0.001257	0.002716	0.002993
10.735000	0.752287	1.758362	661.999457	662.002220	12.845329	-19.531517	-0.141023	-0.178304	0.029504	0.019404	0.001136	0.002656	0.002889
10.740000	0.855750	1.750497	664.598529	664.601386	12.986215	-19.558440	-0.157734	-0.192528	0.029429	0.019540	0.001288	0.002634	0.002932
10.745000	0.696670	1.726945	663.213680	663.216294	12.892289	-19.501770	-0.172215	-0.209453	0.029405	0.019439	0.001050	0.002604	0.002808
10.750000	0.704642	1.766095	662.522347	662.525075	12.796355	-19.441060	-0.182878	-0.221093	0.029344	0.019315	0.001064	0.002666	0.002870
10.755000	0.617146	1.766095	660.960226	660.962873	13.035849	-19.413906	-0.189425	-0.229127	0.029372	0.019723	0.000934	0.002672	0.002830
10.760000	0.601246	1.836618	660.789599	660.792425	12.605941	-19.444013	-0.197880	-0.240453	0.029425	0.019077	0.000910	0.002779	0.002925
10.765000	0.585346	1.891455	661.658302	661.661264	12.651030	-19.413374	-0.206343	-0.250647	0.029340	0.019120	0.000885	0.002859	0.002992
10.770000	0.601269	1.907186	662.870049	662.873066	13.267795	-19.201105	-0.207969	-0.251179	0.028967	0.020016	0.000907	0.002877	0.003017
10.775000	0.617191	1.946291	661.135217	661.138370	13.078753	-19.322799	-0.219191	-0.263865	0.029227	0.019782	0.000934	0.002944	0.003088
10.780000	0.633091	2.032634	661.307928	661.311355	13.124349	-19.292224	-0.210658	-0.257391	0.029173	0.019846	0.000957	0.003074	0.003219
10.785000	0.633114	2.024769	662.694764	662.698160	13.313304	-19.170562	-0.220786	-0.266640	0.028928	0.020090	0.000955	0.003055	0.003201
10.790000	0.585368	2.032678	660.441701	660.445089	13.077479	-19.323864	-0.212279	-0.260163	0.029259	0.019801	0.000886	0.003078	0.003203
10.795000	0.625175	2.032634	660.266514	660.269939	13.220648	-19.293162	-0.225971	-0.272847	0.029220	0.020023	0.000947	0.003079	0.003221
10.800000	0.593352	2.016947	662.522053	662.525389	13.456070	-19.141213	-0.225973	-0.272194	0.028891	0.020310	0.000896	0.003044	0.003173
10.805000	0.593352	2.064096	662.524236	662.527717	13.169244	-19.140762	-0.220459	-0.268298	0.028891	0.019877	0.000896	0.003116	0.003242
10.810000	0.426266	2.009171	659.925164	659.928360	13.029739	-19.115240	-0.215263	-0.265044	0.028966	0.019744	0.000646	0.003045	0.003112
10.815000	0.466039	2.087559	662.178422	662.181877	13.263719	-19.022597	-0.215790	-0.266424	0.028727	0.020030	0.000704	0.003153	0.003230
10.820000	0.386470	2.111111	662.524040	662.527516	13.168156	-19.084830	-0.210014	-0.263146	0.028806	0.019876	0.000583	0.003186	0.003239
10.825000	0.434227	2.181812	662.353414	662.357149	13.118424	-18.992639	-0.211877	-0.265839	0.028674	0.019806	0.000656	0.003294	0.003359
10.830000	0.346675	2.166081	661.832707	661.836342	13.261965	-18.964723	-0.199298	-0.254420	0.028655	0.020038	0.000524	0.003273	0.003315
10.835000	0.362609	2.189633	660.447760	660.451489	13.262020	-18.843736	-0.206668	-0.261861	0.028532	0.020080	0.000549	0.003315	0.003361
10.840000	0.227356	2.205275	660.102044	660.105767	13.071559	-18.846661	-0.207192	-0.265653	0.028551	0.019802	0.000344	0.003341	0.003359
10.845000	0.275091	2.181768	659.060826	659.064494	13.168429	-18.906857	-0.205840	-0.262933	0.028688	0.019981	0.000417	0.003310	0.003337
10.850000	0.275079	2.166081	661.832511	661.836113	13.452001	-18.845366	-0.201472	-0.257559	0.028475	0.020325	0.000416	0.003273	0.003299
10.855000	0.322847	2.142529	660.274755	660.278310	13.310525	-18.753886	-0.215993	-0.270339	0.028403	0.020159	0.000489	0.003245	0.003282
10.860000	0.283063	2.087559	660.274755	660.278116	13.311734	-18.754762	-0.217942	-0.271531	0.028404	0.020161	0.000429	0.003162	0.003191
10.865000	0.330809	2.103246	659.579057	659.582493	13.407715	-18.814975	-0.222319	-0.275591	0.028526	0.020328	0.000502	0.003189	0.003228
10.870000	0.386515	2.095380	660.447564	660.451001	13.264039	-18.782727	-0.230270	-0.282099	0.028439	0.020083	0.000585	0.003173	0.003226
10.875000	0.442200	2.126798	661.486697	661.490264	13.167676	-18.841621	-0.225332	-0.277109	0.028484	0.019906	0.000668	0.003215	0.003284
10.880000	0.418338	2.111067	662.353022	662.356519	13.690142	-18.690676	-0.230268	-0.281193	0.028219	0.020669	0.000632	0.003187	0.003249
10.885000	0.426299	2.111067	660.797742	660.801252	13.357485	-18.660122	-0.232457	-0.283454	0.028239	0.020214	0.000645	0.003195	0.003259
10.890000	0.378576	2.126754	658.887626	658.891167	13.407144	-18.692924	-0.236816	-0.289450	0.028370	0.020348	0.000575	0.003228	0.003279
10.895000	0.378543	2.158083	660.277035	660.280671	13.309555	-18.691779	-0.226419	-0.279881	0.028309	0.020158	0.000573	0.003268	0.003318
10.900000	0.362620	2.126842	659.583324	659.586852	13.310816	-18.632011	-0.213820	-0.266582	0.028248	0.020181	0.000550	0.003225	0.003271
10.905000	0.346709	2.111156	661.839156	661.842614	13.261184	-18.661109	-0.213825	-0.266404	0.028196	0.020037	0.000524	0.003190	0.003233
10.910000	0.330786	2.111200	662.703103	662.706548	13.498768	-18.631304	-0.206701	-0.259318	0.028114	0.020369	0.000499	0.003186	0.003225
10.915000	0.235295	2.126842	662.875912	662.879366	13.640992	-18.603197	-0.200669	-0.255515	0.028064	0.020578	0.000355	0.003209	0.003228
10.920000	0.227345	2.142662	659.415075	659.418596	12.976557	-18.603879	-0.194612	-0.250588	0.028213	0.019679	0.000345	0.003249	0.003268
10.925000	0.131843	2.119021	659.931124	659.934539	13.310334	-18.576223	-0.188341	-0.245329	0.028149	0.020169	0.000200	0.003211	0.003217
10.930000	0.219362	2.150483	661.315778	661.319310	13.404033	-18.573984	-0.185040	-0.240993	0.028086	0.020269	0.000332	0.003252	0.003269
10.935000	0.147788	2.126887	661.490965	661.494400	13.451474	-18.544935	-0.200094	-0.256716	0.028035	0.020335	0.000223	0.003215	0.003223
10.940000	0.275057	2.166125	662.184481	662.188081	13.449984	-18.541771	-0.189976	-0.245042	0.028001	0.020312	0.000415	0.003271	0.003297
10.945000	0.219373	2.166125	661.663676	661.667258	13.498106	-18.513136	-0.192153	-0.248285	0.027980	0.020400	0.000332	0.003274	0.003291
10.950000	0.314864	2.166170	660.799827	660.803452	13.165502	-18.601657	-0.198177	-0.252882	0.028150	0.019924	0.000476	0.003278	0.003313
10.955000	0.298941	2.181812	661.839058	661.842722	13.164558	-18.662143	-0.196536	-0.252111	0.028197	0.019891	0.000452	0.003297	0.003327
10.960000	0.378498	2.197499	662.875814	662.879564	13.544365	-18.600029	-0.196544	-0.250471	0.028060	0.020433	0.000571	0.003315	0.003364
10.965000	0.291013	2.228827	664.438033	664.441835	13.399255	-18.631050	-0.210195	-0.266824	0.028040	0.020166	0.000438	0.003354	0.003383
10.970000	0.275091	2.268111	664.440215	664.444143	13.302691	-18.570501	-0.201680	-0.259564	0.027949	0.020021	0.000414	0.003414	0.003439
10.975000	0.155750	2.252424	662.359570	662.363418	13.209846	-18.574204	-0.199476	-0.259534	0.028042	0.019944	0.000235	0.003401	0.003409
10.980000	0.195545	2.283753	662.530098	662.534063	13.352351	-18.604003	-0.208777	-0.268965	0.028080	0.020154	0.000295	0.003447	0.003460
10.985000	0.115999	2.252380	663.228077	663.231911	13.065999	-18.544056	-0.213153	-0.273845	0.027960	0.019701	0.000175	0.003396	0.003401
10.990000	0.108060	2.236604	663.746699	663.750476	13.494101	-18.514091	-0.225213	-0.285402	0.027893	0.020330	0.000163	0.003370	0.003374
10.995000	0.060348	2.228739	664.440117	664.443858	13.588665	-18.454310	-0.235331	-0.295999	0.027774	0.020451	0.000091	0.003354	0.003356
11.000000	0.028526	2.244425	662.536841	662.540644	13.256263	-18.425014	-0.235318	-0.297164	0.027810	0.020008	0.000043	0.003388	0.003388
11.005000	0.044415	2.205187	663.230651	663.234318	13.351625	-18.484800	-0.227961	-0.288528	0.027871	0.020131	0.000067	0.003325	0.003326
11.010000	-0.011292	2.150350	660.801912	660.805411	13.545349	-18.366570	-0.217297	-0.277296	0.027794	0.020498	-0.000017	0.003254	0.003254
11.015000	0.100099	2.197499	663.400984	663.404631	13.494935	-18.453766	-0.216180	-0.275272	0.027817	0.020342	0.000151	0.003312	0.003316
11.020000	0.044381	2.181812	662.884739	662.888332	13.352059	-18.363817	-0.205238	-0.264787	0.027703	0.020142	0.000067	0.003291	0.003292
11.025000	0.123916	2.166214	662.882557	662.886108	13.638190	-18.362518	-0.191020	-0.248477	0.027701	0.020574	0.000187	0.003268	0.003273
11.030000	0.068198	2.189811	664.444678	664.448290	13.398178	-18.392822	-0.175940	-0.235182	0.027681	0.020164	0.000103	0.003296	0.003297
11.035000	0.100021	2.166258	662.709552	662.713100	13.305479	-18.393216	-0.177331	-0.235446	0.027755	0.020077	0.000151	0.003269	0.003272
11.040000	0.004552	2.095691	663.405349	663.408659	13.305777	-18.334070	-0.175975	-0.233800	0.027636	0.020057	0.000007	0.003159	0.003159
11.045000	0.060248	2.134974	663.750966	663.754403	13.590047	-18.272430	-0.174036	-0.231576	0.027529	0.020475	0.000091	0.003217	0.003218
11.050000	-0.090927	2.127064	663.580242	663.583657	13.256883	-18.245047	-0.171565	-0.231865	0.027495	0.019978	-0.000137	0.003205	0.003208
11.055000	-0.090927	2.134885	660.985731	660.989184	13.114744	-18.094084	-0.172934	-0.233179	0.027374	0.019841	-0.000138	0.003230	0.003233
11.060000	-0.138662	2.119199	662.716198	662.719600	13.304579	-18.155338	-0.172932	-0.233772	0.027395	0.020076	-0.000209	0.003198	0.003205
11.065000	-0.114767	2.158349	660.810446	660.813980	13.162323	-18.064766	-0.187974	-0.249264	0.027337	0.019918	-0.000174	0.003266	0.003271
11.070000	-0.249997	2.056319	660.810446	660.813692	13.354658	-18.007292	-0.198680	-0.259767	0.027250	0.020210	-0.000378	0.003112	0.003135
11.075000	-0.170417	2.111200	663.234233	663.237615	13.732349	-17.944448	-0.208792	-0.269441	0.027056	0.020705	-0.000257	0.003183	0.003194
11.080000	-0.329520	2.024813	661.160428	661.163611	13.258998	-17.887277	-0.220042	-0.281430	0.027054	0.020054	-0.000498	0.003063	0.003103
11.085000	-0.361354	2.009038	661.160526	661.163677	13.164327	-17.948443	-0.221158	-0.282892	0.027147	0.019911	-0.000547	0.003039	0.003087
11.090000	-0.385215	1.946291	661.851762	661.854736	13.545887	-17.888588	-0.223373	-0.283861	0.027028	0.020467	-0.000582	0.002941	0.002998
11.095000	-0.321548	1.946291	661.678757	661.681698	13.403266	-17.856912	-0.232136	-0.291175	0.026987	0.020256	-0.000486	0.002941	0.002981
11.100000	-0.401104	1.954112	660.812433	660.815444	13.451244	-17.828785	-0.233490	-0.294376	0.026980	0.020356	-0.000607	0.002957	0.003019
11.105000	-0.337470	2.009038	662.372371	662.375504	13.686420	-17.796465	-0.227727	-0.288678	0.026868	0.020663	-0.000509	0.003033	0.003076
11.110000	-0.353381	2.009038	660.466815	660.469965	13.545080	-17.767252	-0.227723	-0.289016	0.026901	0.020508	-0.000535	0.003042	0.003089
11.115000	-0.377277	2.071784	661.855931	661.859281	13.161585	-17.766581	-0.216749	-0.279865	0.026844	0.019886	-0.000570	0.003130	0.003182
11.120000	-0.409099	2.009171	660.466815	660.469997	13.354987	-17.828927	-0.208538	-0.271047	0.026994	0.020221	-0.000619	0.003042	0.003104
11.125000	-0.401160	2.032678	664.107301	664.110533	13.779064	-17.736289	-0.203337	-0.265947	0.026707	0.020748	-0.000604	0.003061	0.003120
11.130000	-0.385260	2.079827	662.717891	662.721267	13.494746	-17.857983	-0.193451	-0.257340	0.026947	0.020363	-0.000581	0.003138	0.003192
